album_uri,album_name,artist,release_date,album_type,index_to_split,groups_to_split
4wjEB2aRFnw4mRAM6rK0ne,CASH COW (NGHTMRE & BLVK JVCK VIP),"NGHTMRE, Gunna, BLVK JVCK",2019-12-20,album,44,1
4CGh0wfCdEh3xZVHx8uJK5,W (feat. Gunna),"Koffee, Gunna",2019-11-26,album,45,1
1jd4dq1xm8me7AvD2EHWPH,CASH COW,"NGHTMRE, Gunna",2019-11-15,album,46,1
7hXWMVDn9SVV7zNYiQGvWO,Hot (Remix) [feat. Gunna and Travis Scott],"Young Thug, Gunna, Travis Scott",2019-11-01,album,47,1
4Hz8gvmGeimGyNojY01Hh3,Strings,"iann dior, Gunna",2019-10-25,album,48,1
69lLTPKbTnVIyOnA21r4Xb,Don't Get Me Started,"Pia Mia, Gunna, Carnage",2019-10-02,album,49,1
4eksthxT0hhR72A46Qr9OT,Speed It Up,Gunna,2019-02-11,album,50,1
12OKJDXvGwSpi3uJ9aoBcn,One Call,Gunna,2019-02-01,album,51,1
4h17oeKCAoQ8eKT63ndBFl,My Slime,"Billionaire Burke, Gunna",2018-11-23,album,52,1
2yUhcn7kF408KjNVuMwV2P,Sounds From The Other Side,WizKid,2017-07-14,album,53,1
2O8egayngzl1fm5dcE4VX9,Ayo,WizKid,2014-09-17,album,54,1
4o0rVyqZMIvO3PCgbchcgo,Superstar,WizKid,2011-07-01,album,55,1
6PodYTnewH2KdvLxaUz9oY,G Love,"Krept & Konan, WizKid",2019-10-18,album,56,1
0ulDvK6p3mlxus11L8RVes,Ghetto Love (Instrumental),WizKid,2019-10-13,album,57,1
1Mj4mLvCC9P4b167keUsRh,Joro,WizKid,2019-09-30,album,58,1
2HEw2wkLTBWlbk8lGSqnY2,Ghetto Love,WizKid,2019-09-13,album,59,1
7b57oWMZmdG8wjwjtRiKSO,I Like (feat. WizKid),"Kojo Funds, WizKid",2019-08-08,album,60,1
6CctDPFBLDvKnjR9fIiTgT,Pick Up The Phone Remix,"WizKid, Moveek",2019-08-07,album,61,1
6F6oQdNtqC7pZCyoWrF3VP,Totori,WizKid,2019-07-15,album,62,1
7KKFZnoeSDNYCxXBmtdEL0,Consider,"Del B, Flavour, WizKid",2019-04-19,album,63,1
6ac6Bt19Zkp3QN63K2nkhN,Medicine,WizKid,2019-01-22,album,64,1
0xXGS8CKCt7PExCXUU2IKL,Tokyo,"King Promise, WizKid",2018-12-07,album,65,1
6533uOhO0WDdMzgsd8LWyK,Master Groove,WizKid,2018-10-01,album,66,1
5KBalcanPNHMGSNkyE7HG2,Fever,WizKid,2018-09-30,album,67,1
0zQleOSgNnH1cd0o4CV7rm,To The Max,"Nana Rogues, WizKid, Not3s",2018-08-24,album,68,1
6c2FMAZeFKi8pui6dlZqXB,Energy (Stay Far Away),"Skepta, WizKid",2018-06-20,album,69,1
6ylFfzx32ICw4L1A7YWNLN,OASIS,"J Balvin, Bad Bunny",2019-06-28,album,70,1
5kprdYds6oZb4iSldfflOT,Vibras,J Balvin,2018-05-25,album,71,1
79447qgPdAlZVX0Xx4Fzfv,Energía Lado B,J Balvin,2017-10-06,album,72,1
4cGc9Eeb3Gjff2Aq5ILLEf,Energía,J Balvin,2016-06-24,album,73,1
4loQMkHOAbqVdyb59KBbsp,La Familia B Sides,J Balvin,2014-09-16,album,74,1
5Fqdd85mAoGDp0K9lmbPDp,La Familia,J Balvin,2013-09-29,album,75,1
1xMq6o4CDAa2X0WquvhHkX,J Balvin Mix Tape,J Balvin,2012-01-01,album,76,1
7ynTaSXD9esXkgY0GG8UFd,Morado,J Balvin,2020-01-09,album,77,1
3MwzPtb1MkNtwCQJrIkJnE,Pinky Ring (Remix),"Miky Woodz, J Balvin, Myke Towers",2019-12-27,album,78,1
3CrpfLi8E2VWFf7ZLjgpNt,"Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam, Natti Natasha, Darell & Sech) [REMIX]","DJ Snake, J Balvin, Ozuna",2019-12-27,album,79,1
2qhlFdhMEqU3qtQHmHiXxo,RITMO (Bad Boys For Life),"The Black Eyed Peas, J Balvin",2019-12-20,album,80,1
1F0QPRUbG5VkzXKCuCMYge,Que Calor (with J Balvin & El Alfa) [Remixes],"Major Lazer, J Balvin, El Alfa",2019-12-13,album,81,1
0HHkshHWYeQEnNpK8R5cMB,Que Calor (with J Balvin & El Alfa) [La Fuente Remix],"Major Lazer, J Balvin, La Fuente",2019-12-11,album,82,1
6XN6kamiI69Wjzz0IAgX40,Que Calor (with J Balvin & El Alfa) [Good Times Ahead Remix],"Major Lazer, J Balvin, Good Times Ahead",2019-12-04,album,83,1
1cuWfzX8BHWBMHaWNzns0G,Que Calor (with J Balvin) [Saweetie Remix],"Major Lazer, J Balvin, Saweetie",2019-11-22,album,84,1
5mcUbpuVL0i5q4cECQ6cV4,Blanco,J Balvin,2019-11-15,album,85,1
4QNL5L4WqvYddZI478m3rV,Que Calor (with J Balvin) [Badshah Remix],"Major Lazer, J Balvin, Badshah",2019-11-15,album,86,1
3P2GKkjLASV7KHjVvcYYEN,HUMAN LOST [feat. J. Balvin (Reggaeton Remix by Nao beatz)],"m-flo, J Balvin",2019-10-25,album,87,1
62f58ja1wxapiDxgXwaxJQ,Que Calor (with J Balvin & El Alfa) [Michael Bibi's 6am Dub],"Major Lazer, J Balvin, Michael Bibi",2019-10-16,album,88,1
5n1GSzC1Reao29ScnpLYqp,Dying to Live,Kodak Black,2018-12-14,album,89,1
0U578dQAanKmYDKCvqk2P3,Heart Break Kodak (HBK),Kodak Black,2018-02-14,album,90,1
0D2kFxAO1YPAuxAtP23g0p,Project Baby 2: All Grown Up (Deluxe Edition),Kodak Black,2017-11-24,album,91,1
1mUwtBhnrDj0dkwnEjhOj0,FEMA (Finesse Elevate Motivate Achieve),Kodak Black,2017-10-31,album,92,1
51wp3EOOp2mBIjhZjR7W0i,Project Baby 2,Kodak Black,2017-08-18,album,93,1
5mG8oNkNKM2my7t9ywra96,Painting Pictures,Kodak Black,2017-03-31,album,94,1
1Pz7lBRN2k5tLMGoZUJVea,Lil Big Pac,Kodak Black,2016-06-10,album,95,1
4J5QtgOhv6tPCsxxifVskj,Institution,Kodak Black,2015-12-26,album,96,1
5Y3yGPqEZkTOCYNPQfzBae,Project Baby,Kodak Black,2015-04-14,album,97,1
6KFW9lDRKODehZOBESXp3s,Heart of the Projects,Kodak Black,2014-12-25,album,98,1
4k8EaJwLYu3dfsQtzsqg7O,Zombie (feat. NLE Choppa & DB Omerta),"Kodak Black, DB Omerta",2019-10-25,album,99,1
70Gkn5J065Nt1IJ5rFqWiX,Zeze,"WiGGER music, Kodak Black",2019-08-22,album,100,1
5kltcGxaQ7kpkDx05qJlZ0,Pimpin' Ain't Eazy,Kodak Black,2019-03-01,album,101,1
3BRBcR4GnPmHvzsEPwL5oZ,MoshPit (feat. Juice WRLD),Kodak Black,2018-12-11,album,102,1
6govTImLGZTpLGgibee1X9,Testimony,Kodak Black,2018-12-07,album,103,1
2DjfazR5N3TgXBQ7oVALA1,QUAVO HUNCHO,Quavo,2018-10-12,album,104,1
6FED8aeieEnUWwQqAO9zT1,"Huncho Jack, Jack Huncho","Huncho Jack, Travis Scott, Quavo",2017-12-21,album,105,1
5fzNN6EKHEZyqfBs4MFMrA,Double Trouble (Quavo feat. Meek Mill),Quavo,2019-08-14,album,106,1
04FvpoMtidMYTKIl7XqYSk,A Million,"Veronica Vega, Quavo",2019-07-19,album,107,1
3ohU7IZ0HmrTQd90Xqt3TH,Pose To Do (feat. French Montana and Quavo),"Lil Pump, French Montana, Quavo",2019-07-19,album,108,1
37Rz3XLdW8ci3K4UslRaHs,Broke Leg (with Quavo & Tyga),"Tory Lanez, Quavo, Tyga",2019-05-31,album,109,1
0oHUyB9lFZHnCaNEhWMHTt,Too Much Shaft (with Saweetie) [From Shaft: Original Motion Picture Soundtrack],Quavo,2019-05-17,album,110,1
4uEqlHBpU35jPpYHTvcELq,Bacc At It Again,"Yella Beezy, Quavo, Gucci Mane",2019-03-15,album,111,1
4oMiA12pUkEghmi9mw9OAm,B U B B L E G U M,Quavo,2018-08-10,album,112,1
6gQnUie7nF03zOG4HTqqbP,L A M B T A L K,Quavo,2018-08-10,album,113,1
4XgTZqi7b25HmhO4wxrpWB,W O R K I N M E,Quavo,2018-08-10,album,114,1
02drHFQa59AoJWU6DXSSjd,No Brainer,"DJ Khaled, Justin Bieber, Quavo",2018-07-27,album,115,1
6oeUSQqp8hFzy5VSFpwlri,Boo'd Up (with Nicki Minaj & Quavo) [Remix],"Ella Mai, Nicki Minaj, Quavo",2018-07-04,album,116,1
7ixZfHwD16W5yfPXZFyEKH,Réseaux,"Niska, Quavo, Stefflon Don",2018-04-27,album,117,1
4LMANShgWEJGRndfFJc6lz,Wake Up & Cook Up,"Zaytoven, Quavo, 2 Chainz",2017-12-08,album,118,1
3QL5SDLpu79KrQAW3jhJ8y,Ahora Me Llama (Remix),"KAROL G, Bad Bunny, Quavo",2017-10-06,album,119,1
3oeiU8nG5eDm5YPpDvK6eS,Congratulations (Remix),"Post Malone, Quavo, Future",2017-06-16,album,120,1
7DQvDCA2cqffxrJkpXYnKj,Stronger ft Quavo (Migos Edition),"Catina Mezereon, Quavo",2017-03-03,album,121,1
5QNIFVnhZn80T3EteDzvgW,Dum and Dummer,"Young Dolph, Key Glock",2019-07-26,album,122,1
6BsJaQiuPWfXwytfZXQBLm,Glockoma,Key Glock,2018-11-23,album,123,1
1J4REuUZfX1OjjQhi9whzA,Glock Bond,Key Glock,2018-02-02,album,124,1
2kb0RKXJia7VncmOc06wtF,Glock Season,Key Glock,2017-06-16,album,125,1
0f5m25Bg6i5sCresHmkP5M,Mr. Glock,Key Glock,2020-01-17,album,126,1
5Zirebbuu2jk4e8C212Mxt,Look At They Face,Key Glock,2020-01-10,album,127,1
4fIiU2A8hCUzXmTVKvO5XN,Baby Joker,"Young Dolph, Key Glock",2019-07-18,album,128,1
5ajjliTMmUxLmTJG3dwZtU,Spazzing Out,Key Glock,2019-06-03,album,129,1
5mbM7o2JOyyh7I4pvEzR49,U Shoulda Stayed Down,"615 Exclusive, Key Glock",2019-04-05,album,130,1
0pibkieeH0pd4raMmvvWWN,Hahaha,"Blacc Zacc, Key Glock",2019-03-04,album,131,1
6v25o4TpGxP6S3H12McRrA,Yea!!,Key Glock,2018-11-16,album,132,1
6KeNBDtLpmOnuJ73wBr8nE,Big Body Benz,Key Glock,2018-06-07,album,133,1
77cx3z62D7cziIE4cmIi3q,Drink More Water 6,ILOVEMAKONNEN,2016-03-18,album,134,1
6iCbIqVfjFZUUKKgkAIZRh,I LOVE MAKONNEN 2,ILOVEMAKONNEN,2015-11-20,album,135,1
0ODv3WTczShCicpZWliTcl,I LOVE MAKONNEN,ILOVEMAKONNEN,2014-12-15,album,136,1
21J8jNpNLSac1F5WB0pbIJ,Cupid! (Shot Me In The Dark),"Teddy, ILOVEMAKONNEN",2019-07-26,album,137,1
3erNZUQrZr1sbfpOLLSb4w,Loser,ILOVEMAKONNEN,2019-07-12,album,138,1
2AL67EF0K5GnmYeA4fPZqZ,M3,ILOVEMAKONNEN,2019-06-21,album,139,1
4BQUTZlR3OMrBorJo1ahoY,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),"Lil Peep, ILOVEMAKONNEN, Fall Out Boy",2019-01-31,album,140,1
16eEmDvz4f177zmPNesqdu,Spendin' (feat. Gucci Mane),"ILOVEMAKONNEN, Gucci Mane",2019-01-11,album,141,1
44sGCAuUKSGPbF6fSXO2vZ,Love (feat. Rae Sremmurd),ILOVEMAKONNEN,2017-09-07,album,142,1
40HBWeFIZ4ySTF7XmHfnPu,Side to Side,ILOVEMAKONNEN,2016-08-05,album,143,1
5bQDZuoPLeVtcCrMGzFh6L,Live for Real,ILOVEMAKONNEN,2016-03-11,album,144,1
149U6wEP8EUY0GmEcw8CL6,Sellin,ILOVEMAKONNEN,2016-02-26,album,145,1
4Via4BFgV3m8Afj9R46i9a,Tuesday,ILOVEMAKONNEN,2014-09-01,album,146,1
7spFwNVU3TURCOd322YRV5,No Cosign,ManMan Savage,2020-01-07,album,147,1
5kC0IvV1BjmAccxv4Qy6yx,EA to LA,ManMan Savage,2019-07-30,album,148,1
6LnE26tW0uBBiLxFuOH2kZ,#FreeManManSavage,ManMan Savage,2014-08-21,album,149,1
2IhVeCFPuIdM4h0c8WeH3M,I Won't Go Out Sad,"ManMan Savage, Mayhem",2019-12-06,album,150,1
4X8ZjLTwH4VK2xuhvSXYCA,Any Givin Sunday,ManMan Savage,2019-08-30,album,151,1
3jewKcDgVGxEGe2yWugwdq,Still Here,ManMan Savage,2019-08-30,album,152,1
5YWl7TqMi6JL8d9Rb1rZ4i,Glocks Sticks Whatever (Bandhunta Izzy),ManMan Savage,2019-08-13,album,153,1
04bKqnSgi3ph48mq64ZGKH,Any Given Sunday,ManMan Savage,2019-07-13,album,154,1
6B20N8349ACH9QLC5hbob6,Ready,ManMan Savage,2019-06-06,album,155,1
015Dq1TMMUOaprpgpFUA9f,County,ManMan Savage,2019-02-01,album,156,1
71HxUaNY90Bc2aw0CsIo9S,I'm A Star,ManMan Savage,2018-11-30,album,157,1
0vL705mx60VIX3MGJOjnxR,She A Freak (feat. Ohgeesy & 03 Greedo),"ManMan Savage, OHGEESY",2018-06-29,album,158,1
1CwKYaWnLxW13VzVrF2Waq,Pull Up,"Madeaux, ManMan Savage",2016-09-19,album,159,1
672IdmG7WruWF7LdimSJFO,Takin Shots,ManMan Savage,2015-07-31,album,160,1
66RQAPD5x5nQgQzOa0X3sz,HERE,Alicia Keys,2016-11-04,album,161,1
2JimBGRjtQcmMriFKlNaf9,Alicia Keys - VH1 Storytellers,Alicia Keys,2013-06-23,album,162,1
3qqhNVbjLFNdLviBFrFwCa,Girl On Fire,Alicia Keys,2012-11-26,album,163,1
0Rxab8t0y7GlaTJTHX2wEN,The Element Of Freedom,Alicia Keys,2009-12-15,album,164,1
6KlxyxhXEDo1LdheFulN7h,As I Am (Expanded Edition),Alicia Keys,2007-11-09,album,165,1
4KCe4KPxUSyKPLu5a6mDVg,Unplugged,Alicia Keys,2005-10-11,album,166,1
2U1Z2tzNEdQpw48QmgmPzB,The Diary Of Alicia Keys (Expanded Edition),Alicia Keys,2003-12-02,album,167,1
6TqRKHLjDu5QZuC8u5Woij,The Diary Of Alicia Keys,Alicia Keys,2003-12-02,album,168,1
1SLgJeTdzDAJLcDyQqoWnu,Songs In A Minor (Expanded Edition),Alicia Keys,2001-06-26,album,169,1
01aNLzRaKJogmxt3hDeII2,Underdog,Alicia Keys,2020-01-09,album,170,1
7gqZqmM5X8j5lEFGsEUX5H,The Christmas Song,Alicia Keys,2019-12-13,album,171,1
5AS789PRyPv5B6l17kLfAW,Spotify Singles,Alicia Keys,2019-12-04,album,172,1
6AyIocBD7P3K6vjTK6Vg0b,Time Machine,Alicia Keys,2019-11-20,album,173,1
3SUrSBw1oY5yX0Zlpiux7M,Show Me Love (feat. 21 Savage & Miguel),"Alicia Keys, 21 Savage",2019-10-30,album,174,1
0iHBfyXdfH9Fpeh8BPsVJP,Show Me Love,"Alicia Keys, Miguel",2019-09-17,album,175,1
6VbLR1kOlmC5pIqnFbNZ0T,Calma (Alicia Remix),"Pedro Capó, Alicia Keys, Farruko",2019-04-19,album,176,1
1N0iT0PwcXXV1zUXNICAgP,Raise A Man,Alicia Keys,2019-02-11,album,177,1
7pWw6ozRByPfbII3rqDnct,Us,"James Bay, Alicia Keys",2018-05-22,album,178,1
0dICqPiSgbmRRRqWAT0XKk,Vault Volume 1,Alicia Keys,2017-04-07,album,179,1
05LEST8E8mkEIl2LRfUkcI,War & Leisure,Miguel,2017-12-01,album,180,1
6v1KAcOknj5z6QxMGh3mlY,Spotify Sessions,Miguel,2016-06-24,album,181,1
6W8ZsoinSMViZMh9aYK7gQ,Wildheart (Deluxe Version),Miguel,2015-06-26,album,182,1
19Ybi41VIHr3mTjt62I1jG,Wildheart,Miguel,2015-06-26,album,183,1
3RpDqtToIqvKnD6iQe9WT4,Spotify Sessions London,Miguel,2013-07-02,album,184,1
6VcyVQu3YmkzIWvxHVyCCB,Kaleidoscope Dream - Track by Track Commentary,Miguel,2012-10-15,album,185,1
0vlIws8YGMQAbMEkubJgAP,Kaleidoscope Dream,Miguel,2012-10-02,album,186,1
493HYe7N5pleudEZRyhE7R,All I Want Is You,Miguel,2010-11-26,album,187,1
4hOMIVFD0c1xFxwyEp5Nxe,Funeral,Miguel,2019-11-01,album,188,1
6dIpj0BvQgD0BcuPgRt81Q,Te Lo Dije,Miguel,2019-04-05,album,189,1
1LQCzEUoXIGLH9qLfsV7Ur,I Found You / Nilda’s Story (with Calvin Harris & Miguel),"benny blanco, Calvin Harris, Miguel",2019-01-04,album,190,1
4UjbL22oH1Y2SaBWywGuUS,Sky Walker (Recorded Live at Austin City Limits),Miguel,2018-09-28,album,191,1
4OxaQgUMx3r7FAzruF1QAE,Banana Clip (Spanish Version),Miguel,2018-08-03,album,192,1
3x06wmbNLtSNbxo2okpkHH,Python,Miguel,2018-07-31,album,193,1
32LYmNL9vi2bGxDKWynbP0,Light Me Up,"RL Grime, Miguel, Julia Michaels",2018-07-25,album,194,1
2brh6nArR9NUPankXlhmAZ,Diamonds (with Normani),"Megan Thee Stallion, Normani",2020-01-10,album,195,1
7573vI8N5aDdqoaeSOgflW,Motivation (with 21 Savage) [Savage Remix],"Normani, 21 Savage",2019-10-28,album,196,1
2r6BEK0wzXbL8JHyCkeJkG,Motivation,Normani,2019-08-16,album,197,1
2LDzwN4iZ4qbSA32E9CG4Q,Dancing With A Stranger (With Normani) [Cheat Codes Remix],"Sam Smith, Normani",2019-03-08,album,198,1
0JtZ4dyxvzFUCjeVrgPkHZ,Dancing With A Stranger (With Normani) [Acoustic],"Sam Smith, Normani",2019-02-15,album,199,1
1V9oE8bVilClrk5naqyyvL,Dancing With A Stranger (with Normani),"Sam Smith, Normani",2019-01-11,album,200,1
0vwWltI5IYadfWBU1A1gou,Waves (feat. 6LACK),"Normani, 6LACK",2018-11-15,album,201,1
3OKTeMekMHZCvwlp7uttPE,Normani x Calvin Harris,"Normani, Calvin Harris",2018-10-22,album,202,1
4CEAev7neETRdqBFtzA8B9,Love Lies (with Normani),"Khalid, Normani",2018-02-14,album,203,1
7zEh8wIbBvf6tBxs77ppox,Love Lies (Rick Ross Remix),"Khalid, Normani, Rick Ross",2018-02-13,album,204,1
1jl44H7m4XgQ0M8zdrjAJ3,Love Lies (Snakehips Remix),"Khalid, Normani, Snakehips",2018-02-12,album,205,1
7CAAClnSiXdMibPT1oyl4k,Trip,Jhené Aiko,2017-09-22,album,206,1
6UKXuiWFuwxzC5rd0SW4Bo,Souled Out (Deluxe),Jhené Aiko,2014-09-08,album,207,1
1dfGhmOGPopEReylj0UUDG,Souled Out,Jhené Aiko,2014-09-08,album,208,1
73TNMu44lT0m1h1Nn6Bfiq,Sail Out,Jhené Aiko,2013-01-01,album,209,1
0NC1AcoK5y2cBLwzej6tqE,P*$$Y Fairy (OTW),Jhené Aiko,2020-01-17,album,210,1
2pq9ByHGHMflMY3qy20BMW,None Of Your Concern,Jhené Aiko,2019-11-15,album,211,1
3YlHS77X9w2OsiADm7pnBS,Triggered (Dance Mix),"Jhené Aiko, Saweetie",2019-10-18,album,212,1
7gweQOZRW1sGNVXuxsjC2C,Triggered (Remix),"Jhené Aiko, 21 Savage, Summer Walker",2019-10-02,album,213,1
2NGGOdyDlyb4bu3vqQqF83,Trigger Protection Mantra,Jhené Aiko,2019-09-13,album,214,1
2svsn7JwsFVNSrlqdmmppd,Triggered (freestyle),Jhené Aiko,2019-05-08,album,215,1
2zMEyUCS2gU5Igc5A6dhaU,Wasted Love Freestyle,Jhené Aiko,2018-12-20,album,216,1
54aMsOV9b7WTdRyfYaJcLf,Never Call Me (feat. YG) [Remix],Jhené Aiko,2018-08-03,album,217,1
1qgJNWnPIeK9rx7hF8JCPK,Over It,Summer Walker,2019-10-04,album,218,1
4hTM8jZ8DCCqglmZUDMSPz,Last Day Of Summer,Summer Walker,2018-10-19,album,219,1
3sKfMROqgj9nNxOuyPDndH,Something Real (with London On Da Track & Chris Brown),"Summer Walker, London On Da Track, Chris Brown",2019-11-22,album,220,1
5SwPxt8aXuenxaIBIbkvpY,CLEAR,Summer Walker,2019-01-25,album,221,1
1q6DMLVcuKBfYpfJ1KWtKh,Session 32,Summer Walker,2018-04-05,album,222,1
0YksPVYor2eHo7ILCTAxJs,Squidtastic,SahBabii,2018-08-29,album,223,1
33fqwRNqon25UnvkOgVcCC,S.A.N.D.A.S.,SahBabii,2017-06-09,album,224,1
70RKBP08i1zX7unrcZQOFW,3P,SahBabii,2019-02-26,album,225,1
4gAXFLgWrYWM1IHLT7ijmf,7 Squids (feat. R. Kelly),SahBabii,2018-08-22,album,226,1
2LmqWWjVdmqUsYyHrDonUc,Watery,SahBabii,2018-06-08,album,227,1
0mCHJHcYACJZKmRmUMkoOi,Outstanding (feat. 21 Savage),"SahBabii, 21 Savage",2018-04-20,album,228,1
1SEJyixQNTiWCVCrMLrNZB,Purple Ape (feat. 4orever),SahBabii,2017-06-02,album,229,1
1HZkSGc2XwYYHIqxIV8zkN,Marsupial Superstars (feat. T3),SahBabii,2017-05-26,album,230,1
5nHwW82mWFwNSKI3jn77LZ,Pull Up Wit Ah Stick (feat. Loso Loaded),SahBabii,2017-04-07,album,231,1
2EMsCcDaWAz421AYWN7Rbd,Gotta Pay,SahBabii,2015-11-04,album,232,1
1YQAG1xQthpMaVptdKUFIE,Dumb Bitch,SahBabii,2015-10-01,album,233,1
4ppi7pqv48aO8Ji6zkLxqY,Not Safe,SahBabii,2015-09-08,album,234,1
3DvMjtyNAGVnNR40g40ZjZ,Rules,SahBabii,2015-07-24,album,235,1
4pAz6zuQCyAXFGpVE1yhi6,I Am Me,BlocBoy JB,2019-06-14,album,236,1
6NrsgXTJ3x2RRR8b0v2M7S,Simi,BlocBoy JB,2018-05-04,album,237,1
5vCT8VY0nSeLUZge8NRVMZ,Who Am I 3,BlocBoy JB,2017-10-28,album,238,1
0GNeGUkYXwXX6mRXSC3MwQ,The Purple M&M,BlocBoy JB,2017-09-12,album,239,1
58gXxUxvp38hNEXjplbw4m,"Camelot (feat. Yo Gotti, BlocBoy JB & Moneybagg Yo) [Remix]","NLE Choppa, Yo Gotti, BlocBoy JB",2019-12-06,album,240,1
5Ha42NhWHiUn23pk80YPoQ,ChopBloc 2 (feat. NLE Choppa),BlocBoy JB,2019-10-03,album,241,1
5Oy4NEFTF4lOs3JrkOPWSk,We Here,"Fast Cash Boyz, BlocBoy JB",2019-07-19,album,242,1
